name	created	released	status	source	title
08TRIPOLI307	2008	2011	CONFIDENTIAL	Embassy Tripoli	MFA DISCOURAGES IDEA OF SOFT POWER PROGRAMMING IN EASTERN LIBYA REF: A) TRIPOLI 120, B) TRIPOLI 278 TRIPOLI 00000307 001.2 OF 002 
09CAIRO549	2009	2011	SECRET	Embassy Cairo	SCENESETTER FOR GENERAL SCHWARTZ
08ANKARA1476	2008	2011	SECRET	Embassy Ankara	SECOND UPDATE ON TRANSFER OF BOEING 747 TO IRAN BY ANKAIR REF: A. SECSTATE 84112 B. ANKARA 1417 
08REYKJAVIK37	2008	2011	UNCLASSIFIED	Embassy Reykjavik	REYKJAVIK: NOMINATION FOR FSI ENERGY SEMINAR PE228 
08LONDON2084	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	SOMALIA: BEHIND THE SCENES OF UK SUPPORT TO 
10SEOUL272	2010	2010	SECRET	Embassy Seoul	VFM CHUN YOUNG-WOO ON SINO-NORTH KOREAN RELATIONS 
10PANAMA1	2010	2010	CONFIDENTIAL	Embassy Panama	Senior GOP Officials Express Doubts About Contractor for
10ANKARA87	2010	2010	CONFIDENTIAL	Embassy Ankara	WHAT LIES BENEATH ANKARA'S NEW FOREIGN POLICY 
06REYKJAVIK406	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND DOES NOT SUPPORT ANTI-ISRAEL UNGA RESOLUTIONS 
10LONDON89	2010	2011	CONFIDENTIAL//NOFORN	Embassy London	SOMALIA: UK SET TO PUT RESOURCES TO NEW POLICY REF: 09 LONDON 2435 Classified By: Political Counselor Robin Quinville, reasons 1.4 (b/d).
07TRIPOLI946	2007	2011	UNCLASSIFIED	Embassy Tripoli	DESIGNATIONS OF IRANIAN ENTITIES AND INDIVIDUALS UNDER 
08BRASILIA523	2008	2011	SECRET	Embassy Brasilia	BRAZIL: SENATE FOREIGN AFFAIRS CHAIRMAN CONCERNED ABOUT POSSIBLE TERRORIST PRESENCE IN BRAZIL 
08TRIPOLI896	2008	2011	CONFIDENTIAL	Embassy Tripoli	AL-QADHAFI AND THE REFORM "VISION THING"  
09TRIPOLI911	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYA: INTERIM TIP ASSESSMENT REF: STATE 112489
08SANTIAGO98	2008	2010	CONFIDENTIAL	Embassy Santiago	INDIGENOUS RIGHTS, SOCIAL ISSUES, ENERGY SHORTAGES
09TRIPOLI657	2009	2011	CONFIDENTIAL	Embassy Tripoli	MFA REACTION TO PROPOSED HUMAN RIGHTS DIALOGUE AGENDA 
08GUATEMALA867	2008	2011	CONFIDENTIAL	Embassy Guatemala	AMBASSADOR'S FAREWELL CALL ON PRESIDENT COLOM 
08BEIJING125	2008	2010	CONFIDENTIAL	Embassy Beijing	MFA AND SCHOLARS DESCRIBE CHINA?S EFFORTS ON BURMA 
08TBILISI1343	2008	2010	CONFIDENTIAL	Embassy Tbilisi	GEORGIA: SOUTH OSSETIA--SITREP 3: RUSSIAN BOMBS
09LONDON55	2009	2011	CONFIDENTIAL	Embassy London	OPPOSING IRAN PRESIDENCY AT UNDP: HMG BELIEVES ISSUE IS NOT WINNABLE AND USG SHOULD NOT ASK FOR A VOTE  
10SANSALVADOR37	2010	2010	SECRET	Embassy San Salvador	With ARENA Fractured, Funes is FMLN's Only Rival 
09TRIPOLI269	2009	2011	UNCLASSIFIED	Embassy Tripoli	FRAUD SUMMARY-TRIPOLI-MARCH 2009 REF: 08 STATE 74840 TRIPOLI 00000269 001.2 OF 003 1.The following responses are keyed to reftel.
10NEWDELHI290	2010	2010	CONFIDENTIAL	Embassy New Delhi	TIBET: GROWING FRUSTRATION AFTER LATEST ROUND OF 
06BRASILIA773	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BILATERAL COOPERATION WITH BRAZIL ON BIOFUELS 
09STATE67207	2009	2011	SECRET	Secretary of State	AUSTRALIA GROUP: PROMOTING PARTICIPATION IN 
10CAIRO163	2010	2011	CONFIDENTIAL	Embassy Cairo	DAS WITTES ENGAGES GOE, CIVIL SOCIETY ON ELECTIONS, NAGA 
10BRASILIA7	2010	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: FOREIGN MINISTRY EAGER TO LAUNCH NEXT PHASE OF US-BRAZIL RELATIONSHIP 
08TRIPOLI969	2008	2011	CONFIDENTIAL	Embassy Tripoli	REGIME CRITIC IDRISS BOUFAYED IN SWITZERLAND FOR MEDICAL TREATMENT  REF: A) TRIPOLI 960, B) TRIPOLI 472, C) TRIPOLI 819  
01VATICAN1261	2001	2010	CONFIDENTIAL	Embassy Vatican	DROC--VATICAN DEMARCHE 
07BAGHDAD2838	2007	2010	CONFIDENTIAL	Embassy Baghdad	VP ABDEL MEHDI TO CODEL VOINOVICH: PATIENCE, PLEASE 
09LONDON2592	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	UK INPUT: CUBA, LIBERTAD ACT 
06REYKJAVIK208	2006	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND WILL NOT ATTEND PSI HIGH-LEVEL POLITICAL 
06BRASILIA2002	2006	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: MISSION RECOMMENDATION FOR RENEWAL OF BRAZIL'S ABD PROGRAM 
08REYKJAVIK10	2008	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND POSITIVE ON WIREC, DELEGATION STILL UNDETERMINED 
06ABUDHABI1725	2006	2010	SECRET//NOFORN	Embassy Abu Dhabi	SCENESETTER FOR COUNTERTERRORISM COORDINATOR 
09TELAVIV1324	2009	2010	SECRET	Embassy Tel Aviv	GOI DISCUSSES LEBANON AND SYRIA WITH HOF 
09TRIPOLI254	2009	2011	UNCLASSIFIED	Embassy Tripoli	DEMARCHE DELIVERED: ARAB LEAGUE SUMMIT 
09PARIS1638	2009	2010	CONFIDENTIAL//NOFORN	Embassy Paris	PRESIDENT SARKOZY: THE KEY DECISION-MAKER WHO CAN 
07BUDAPEST163	2007	2011	CONFIDENTIAL	Embassy Budapest	THE GREAT BARRIER BEEF: OPPOSITION MP'S "CIVIL
09KABUL1767	2009	2010	SECRET	Embassy Kabul	KARZAI ON THE STATE OF US-AFGHAN RELATIONS 
90CAPETOWN97	1990	2010	CONFIDENTIAL	Consulate Cape Town	ESSA MOOSA TALKS ABOUT MANDELA AND OTHER TOPICS 
09REYKJAVIK211	2009	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND TO MAINTAIN CURRENT ASSISTANCE LEVELS TO 
06SANSALVADOR407	2006	2010	CONFIDENTIAL	Embassy San Salvador	UPDATE ON MCDONALD?S CONTRACTUAL DISPUTE 
09ISLAMABAD2184	2009	2011	CONFIDENTIAL	Embassy Islamabad	INTERIOR MINISTER REHMAN MALIK'S SEPTEMBER 7 MEETING WITH CODEL SMITH 
07YEREVAN1420	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Yerevan	NUCLEAR SMUGGLING OUTREACH INITIATIVE: INITIAL 
09TRIPOLI874	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
09STATE83014	2009	2010	SECRET	Secretary of State	COMBATTING VENEZUELAN DIVERSION OF ARMS TO THE
09TRIPOLI942	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYAN IMMIGRATION COURT SENTENCES SWISS TO 16 MONTHS IN PRISON REF: A) TRIPOLI 900, B) TRIPOLI 901, C) TRIPOLI 910, D) BERN 504 TRIPOLI 00000942 001.2 OF 002 CLASSIFIED BY: Joan A. Polaschik, Charge d'Affaires, U.S. Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
09MOSCOW2354	2009	2010	CONFIDENTIAL	Embassy Moscow	MEDVEDEV'S CALL FOR REFORM: ANYONE LISTENING? 
05BRASILIA1081	2005	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: MRE UNDER SECRETARY PEDROSA DISCUSSES 
10NEWDELHI287	2010	2010	SECRET	Embassy New Delhi	SCENESETTER FOR CODEL KERRY?S VISIT TO INDIA 
09REYKJAVIK17	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: PRIME MINISTER DIAGNOSED WITH CANCER, DATE 
08MUSCAT565	2008	2010	SECRET//NOFORN	Embassy Muscat	OMAN REMAINS WARY OF IRANIAN EXPANSIONISM 
08MOSCOW3343	2008	2010	CONFIDENTIAL	Embassy Moscow	MEDVEDEV?S ADDRESS AND TANDEM POLITICS 
10PRISTINA84	2010	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Pristina	KOSOVO CELEBRATES SECOND ANNIVERSARY WITH SUCCESSES AND 
08BAGHDAD2812	2008	2010	SECRET	Embassy Baghdad	KARBALA: IRAN EXERTS HEAVY INFLUENCE THROUGH
06SAOPAULO965	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	AMBASSADOR'S AUGUST 23-24 VISIT TO SAO PAULO SENSITIVE BUT UNCLASSIFIED; PLEASE PROTECT ACCORDINGLY 
09VATICAN123	2009	2010	SECRET	Embassy Vatican	AMIDST CONTROVERSY, ARCHBISHOP OF CANTERBURY MEETS POPE 
09TRIPOLI70	2009	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA EXPECTS TO WIN CHAIRMANSHIP OF AU ASSEMBLY 
09MOSCOW226	2009	2010	SECRET	Embassy Moscow	PROVOCATIONS FROM RUSSIAN SECURITY SERVICES 
09BEIJING1761	2009	2010	CONFIDENTIAL	Embassy Beijing	PRC/DPRK: CHINESE SCHOLARS ON UNSCR 1874 AND
08STATE23763	2008	2010	SECRET	Secretary of State	FOLLOWING-UP WITH INDIA ON THE XXXXXXXXXXXX GRAPHITE 
07TRIPOLI1032	2007	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA CLOSES BORDER WITH EGYPT TO NON-EGYPTIAN IMPORTS 
09BRASILIA1264	2009	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: URIBE ALLAYS LULA'S CONCERNS OVER U.S.-COLOMBIA DCA 
05BOGOTA9595	2005	2010	SECRET	Embassy Bogota	FORMER PRESIDENT GUTIERREZ TO RETURN TO ECUADOR,
05BRASILIA1549	2005	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: LULA ENVOY AND AMBASSADOR DISCUSS BOLIVIA CRISIS 
10PARIS183	2010	2010	CONFIDENTIAL	Embassy Paris	CLIMATE CHANGE - BORLOO SAYS DROP "LEGALLY BINDING"
09LONDON2121	2009	2011	UNCLASSIFIED	Embassy London	MEMBERS OF CONGRESS DISCUSS BONUSES, BAIL-OUTS AND 
08SAOPAULO19	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	FORMER FINANCE MINISTER ON BRAZILIAN POLITICS AND RELATIONS WITH VENEZUELA SENSITIVE BUT UNCLASSIFIED; PLEASE PROTECT ACCORDINGLY 
06REYKJAVIK40	2006	2011	UNCLASSIFIED	Embassy Reykjavik	Iceland: Visit of USS Wasp Demonstrates "Robust and 
08LONDON2070	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	UK DOESN'T EXPECT STRONG NEW BURMA SANCTIONS FROM 
09TRIPOLI157	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
08MADRID348	2008	2010	CONFIDENTIAL	Embassy Madrid	SPANISH ELECTION WRAP UP: ZAPATERO SET TO FORM
08VATICAN43	2008	2010	CONFIDENTIAL	Embassy Vatican	VATICAN: NO TO AHMADINEJAD PAPAL AUDIENCE 
09TRIPOLI564	2009	2011	CONFIDENTIAL	Embassy Tripoli	SE GRATION URGES LIBYA'S TREIKI TO ORGANIZE CONTACT GROUP IN KHARTOUM BY END OF JULY TRIPOLI 00000564 001.2 OF 002 CLASSIFIED BY: Gene A. Cretz, Ambassador. REASON: 1.4 (b), (d)
08LONDON3001	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	EU/PAKISTAN: HMG REQUESTS USG INFLUENCE THE SWEDES 
06REYKJAVIK224	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	MDA:  ICELAND WILL BE SUPPORTIVE AT JUNE 20 INTERNATIONAL 
10BRASILIA59	2010	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: AMBASSADOR'S MEETINGS WITH MRE UNDER SECRETARIES FOR 
07MADRID1805	2007	2010	SECRET//NOFORN	Embassy Madrid	SPAIN STILL INTERESTED IN GUANTANAMO DETAINEES,
09TRIPOLI1030	2009	2011	UNCLASSIFIED	Embassy Tripoli	LIBYA: 2009 COUNTRY REPORTS ON TERRORISM REF: STATE 109980
09KABUL2768	2009	2010	SECRET	Embassy Kabul	ABDULLAH THOUGHTFUL ABOUT HIS NEXT MOVE 
10REYKJAVIK3	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	PRESIDENT REJECTS ICESAVE BILL 
09BAKU749	2009	2010	SECRET//NOFORN	Embassy Baku	PRESIDENT ILHAM ALIYEV - MICHAEL (CORLEONE) ON THE
10TRIPOLI114	2010	2011	UNCLASSIFIED	Embassy Tripoli	GOL FUNDING INCREASING NUMBERS OF STUDENTS IN U.S. UNIVERSITIES TRIPOLI 00000114 001.2 OF 003 1.(SBU)
06REYKJAVIK226	2006	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND:  WEDGWOOD UNDER SERIOUS CONSIDERATION 
09BUENOSAIRES827	2009	2010	SECRET	Embassy Buenos Aires	NOW WHAT? THE KIRCHNERS' OPTIONS IN POST-ELECTION
09SANSALVADOR971	2009	2010	CONFIDENTIAL	Embassy San Salvador	EL SALVADOR ALERT TO HAITI-BOUND PRC TRAVELERS
09LAPAZ600	2009	2010	CONFIDENTIAL	Embassy La Paz	GOB BRIEFS DIPLOMATIC CORPS ON "TERRORIST CELL"
10REYKJAVIK10	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND WANTS IMF REVIEW TO TAKE PLACE ON SCHEDULE 
08TRIPOLI566	2008	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA SIGNS CIVILIAN NUCLEAR DEAL WITH FRANCE 
08BEIJING1263	2008	2011	SECRET	Embassy Beijing	(S) SHIELD S06-08/S18-05/S26-06: CHINA URGED TO 
09STATE6423	2009	2011	SECRET//NOFORN	Secretary of State	(C) IRANIAN OUTREACH TO LATIN AMERICA 
09STATE79165	2009	2011	UNCLASSIFIED	Secretary of State	UN OPERATION IN COTE D'IVOIRE:MANDATE RENEWAL 
07AMMAN4693	2007	2010	CONFIDENTIAL//NOFORN	Embassy Amman	BIOGRAPHIES FOR JORDAN'S NEW GOVERNMENT
09REYKJAVIK151	2009	2011	UNCLASSIFIED	Embassy Reykjavik	PRIME MINISTER OF ICELAND REGRETS UNGA LUNCH 
09STATE132349	2009	2010	SECRET//NOFORN	Secretary of State	(C/NF)  ARGENTINA: KIRCHNER INTERPERSONAL 
09MOSCOW1730	2009	2011	SECRET//NOFORN	Embassy Moscow	x
09LONDON2742	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	PRIME MINISTER STILL FOCUSED ON TOBIN TAX, 
07REYKJAVIK256	2007	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND'S ATTENDENCE AT THE WOMEN LEADERS' WORKING GROUP IN 
09BAGHDAD383	2009	2010	SECRET	Embassy Baghdad	IRAQI SHI'A PARLIAMENTARIAN PAINTS DIRE PICTURE OF 
08LONDON2055	2008	2011	CONFIDENTIAL	Embassy London	UK PLEASED WITH FIRST MONTH OF FRENCH PRESIDENCY; 
08TRIPOLI298	2008	2011	SECRET//NOFORN	Embassy Tripoli	x
06BRASILIA1935	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	USG TALKS ETHANOL WITH THE BRAZILIAN PRESIDENCY 
08ASMARA249	2008	2011	CONFIDENTIAL	Embassy Asmara	ARS READY TO TALK 
08MOSCOW2701	2008	2010	SECRET//NOFORN	Embassy Moscow	NEW SARKOZY-MEDVEDEV AGREEMENT: QUESTIONS REMAIN 
08LONDON2643	2008	2011	CONFIDENTIAL	Embassy London	UK/RUSSIA RELATIONS: HARD-HEADED ENGAGEMENT 
06ABUDHABI1401	2006	2010	SECRET//NOFORN	Embassy Abu Dhabi	SCENESETTER FOR HOMELAND SECURITY AND 
07BRASILIA396	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	AMBASSADOR MEETS WITH SENIOR BRAZILIAN POLICYMAKERS PRIOR 
09LONDON2581	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	PADDY ASHDOWN ON WAY FORWARD IN AFGHANISTAN 
08CAIRO524	2008	2011	SECRET	Embassy Cairo	SCENESETTER FOR MINDEF TANTAWI?S VISIT TO THE U.S. MARCH 24-28REF: A. CAIRO 452 B. CAIRO 488 C. CAIRO 507CAIRO 00000524 001.2 OF 002
08TRIPOLI686	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYA FURTHER PRIVATIZES  FUEL DISTRIBUTION 
04BRASILIA2738	2004	2011	CONFIDENTIAL	Embassy Brasilia	AVIATION SECURITY: DIALOGUE BETWEEN USG AND BRAZIL ON SUPPLYING PASSENGER NAME RECORD DATA Classified By: DCM Phillip Chicola Based upon Reason 1.4(B) and (D) 
09ATHENS1685	2009	2011	SECRET	Embassy Athens	Greece: New Government Tackles Migration and Asylum Issues 
10DUSHANBE173	2010	2010	SECRET	Embassy Dushanbe	CORRECTED COPY - TAJIKISTAN SCENESETTER FOR VISIT OF SRAP 
10CAIRO219	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Cairo	Egypt: Tax Reform Continues As Revenues Meet Lowered 
09PARIS1228	2009	2010	CONFIDENTIAL	Embassy Paris	FRANCE-IRAN: JUDICIAL INDEPENDENCE AT THE ROOT OF 
10ABUDHABI47	2010	2011	SECRET//NOFORN	Embassy Abu Dhabi	HAMAS COMMANDER KILLED IN DUBAI HOTEL
10CAIRO159	2010	2011	CONFIDENTIAL	Embassy Cairo	Scencesetter for Deputy Secretary Lew's February 15-16 Visit 
08PARIS1568	2008	2010	CONFIDENTIAL	Embassy Paris	FRANCE?S CHANGING AFRICA POLICY:  PART II (FRENCH 
07RABAT1238	2007	2011	CONFIDENTIAL	Embassy Rabat	MOROCCAN TROOPS IN COTE D'IVOIRE: INVESTIGATION OF 
08MOSCOW1187	2008	2010	CONFIDENTIAL	Embassy Moscow	MOSCOW'S RUMORMILL ON SUCCESSION
09HARARE930	2009	2010	CONFIDENTIAL	Embassy Harare	AMBASSADOR RAY?S VISIT WITH GERMAN AMBASSADOR TO 
08LONDON2778	2008	2011	SECRET//NOFORN	Embassy London	IRANIAN IMPORTERS/EXPORTERS: HAVING MORE PROBLEMS 
04BRASILIA222	2004	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	x
10MADRID87	2010	2010	CONFIDENTIAL	Embassy Madrid	SCENESETTER FOR WHA A/S VALENZUELA'S JANUARY 31 
06SAOPAULO1206	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	FAVORABLE TRENDS IN FIGHTING IPR PIRACY IN SAO PAULO REF: SAO PAULO 675 SENSITIVE BUT UNCLASSIFIED; PLEASE PROTECT ACCORDINGLY Summary 
05BRASILIA532	2005	2010	CONFIDENTIAL	Embassy Brasilia	BRAZILIAN HUMAN RIGHTS SECRETARIAT SPEAKS ABOUT DOROTHY STANG MURDER 
09MOSCOW1562	2009	2010	CONFIDENTIAL	Embassy Moscow	PUTIN, PIKALEVO, AND THE FAILURE OF THE POWER 
06BRASILIA2412	2006	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: AMBASSADOR'S SECOND MEETING WITH 
09TRIPOLI678	2009	2011	SECRET//NOFORN	Embassy Tripoli	x
05TELAVIV4403	2005	2011	SECRET	Embassy Tel Aviv	x
08REYKJAVIK70	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND WILL SIGN ON TO PRISONERS OF CONSCIENCE 
07ABUDHABI1838	2007	2010	CONFIDENTIAL	Embassy Abu Dhabi	UAE: FOLLOW-UP ACTION REQUEST ON ILLICIT CASH
09REYKJAVIK90	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: NEW GOVERNMENT PUNTS ON EU QUESTION, PLEDGES A 
07ADDISABABA3404	2007	2011	SECRET//NOFORN	Embassy Addis Ababa	OGADEN: COUNTER INSURGENCY OPERATIONS HITTING A WALL, PART II REF: ADDIS 3365 Classified By: Political/Economic Section Chief Michael Gonzales for re asons 1.4 (B) and (D).
09PARIS1162	2009	2010	SECRET//NOFORN	Embassy Paris	WHY FRANCE CLAIMS SYRIA HELPED CONVINCE IRAN TO 
04BRASILIA445	2004	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL - 2004 SPECIAL 301 RESPONSE 
07STOCKHOLM696	2007	2010	SECRET	Embassy Stockholm	SWEDEN DECLINES TO ACCEPT UZBEK NATIONALS SAMADOV AND YUSUPOV 
08BRASILIA429	2008	2010	CONFIDENTIAL	Embassy Brasilia	THOUGHTS ON THE VISIT OF DEFENSE MINISTER JOBIM TO WASHINGTON 
08NEWDELHI1795	2008	2010	CONFIDENTIAL	Embassy New Delhi	TIBETAN YOUTH SEE POTHOLES IN THE MIDDLE PATH - 
09BUENOSAIRES1311	2009	2010	CONFIDENTIAL	Embassy Buenos Aires	(C) ARGENTINE GOVERNMENT TAKES UMBRAGE AT WHA A/S 
08LONDON1917	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	SQUEEZED IN THE JAWS OF THE CREDIT CRUNCH -- UK ECONOMY 
09STATE121356	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	EGYPT LEAHY HUMAN RIGHTS VETTING RESPONSE - 99299 
09TRIPOLI606	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYAN  (MIS) CONDUCT OF FOREIGN RELATIONS 
09ALGIERS370	2009	2011	CONFIDENTIAL	Embassy Algiers	BOUTEFLIKA REELECTED IN HEAVILY MANAGED CONTEST
09KABUL2658	2009	2010	CONFIDENTIAL	Embassy Kabul	FM BILDT AGREES ON NEXT STEPS IN AFGHANISTAN 
07SANAA1989	2007	2010	SECRET//NOFORN	Embassy Sanaa	TOWNSEND-SALEH MEETING PROVIDES OPENING FOR 
09TRIPOLI677	2009	2011	CONFIDENTIAL	Embassy Tripoli	CODEL MCCAIN MEETS MUAMMAR AND MUATASSIM AL-QADHAFI 
10CAIRO368	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Cairo	Egypt Requests Support for Reelection to the ICAO Council 
08RABAT185	2008	2010	CONFIDENTIAL	Embassy Rabat	NEA A/S WELCH,S MEETINGS WITH KING MOHAMMED VI AND 
06REYKJAVIK264	2006	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND SHARES U.S. OUTLOOK ON POST-CASTRO CUBA 
07LONDON4328	2007	2011	CONFIDENTIAL//NOFORN	Embassy London	(C/NF) UK SHARES U.S. GOALS ON IRAN; WE SHOULD RE-FOCUS UK DOMESTIC EFFORTS AND INCREASE COORDINATION REF: A. STATE 156409 B. STATE 157039 LONDON 00004328 001.2 OF 006
09KABUL3963	2009	2011	SECRET//NOFORN	Embassy Kabul	DUTCH MILITARY AND DIPLOMATIC OFFICERS GIVE THE 
09PRISTINA183	2009	2010	CONFIDENTIAL	Embassy Pristina	SCENESETTER FOR THE VISIT OF VICE PRESIDENT BIDEN 
08USNATO277	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Mission USNATO	RUSSIAN NATO AMBASSADOR DECRIES "TREACHEROUS" GEORGIAN USE OF FORCE 
09STATE85122	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	NUCLEAR FUEL BANKS - LAUNCHING A LISTENING CAMPAIGN 
09RABAT990	2009	2010	CONFIDENTIAL	Embassy Rabat	AMINATOU HAIDAR RETURNS SAFELY TO WESTERN SAHARA
06BRASILIA1657	2006	2010	UNCLASSIFIED	Embassy Brasilia	CAN A ROAD SAVE THE AMAZON? THE BR-163 
06REYKJAVIK91	2006	2011	UNCLASSIFIED	Embassy Reykjavik	SUMMARY OF ICELANDIC MEDIA INTERVIEWS WITH US 
08LONDON2304	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	x
08TRIPOLI870	2008	2011	CONFIDENTIAL	Embassy Tripoli	AL-QADHAFI'S RUSSIA TRIP SIGNALS DESIRE FOR FOREIGN POLICY 
06MADRID324	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Madrid	AMBASSADOR AND UNION LEADER DISCUSS VENEZUELA,
10STATE2586	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	EGYPT LEAHY VETTING RESPONSE 99366 THRU 99397 
09SEOUL1171	2009	2010	CONFIDENTIAL	Embassy Seoul	A/S CAMPBELL?S MEETING WITH ROK UNIFICATION 
10KABUL503	2010	2010	SECRET	Embassy Kabul	MULLAH ZAEEF: PEACE NOW A NECESSITY 
09BANGKOK1998	2009	2010	SECRET	Embassy Bangkok	NEXT STEPS ON THE VIKTOR BOUT EXTRADITION CASE IN 
09OTTAWA482	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Ottawa	UN COMPREHENSIVE CONVENTION ON TERRORISM DEMARCHE 
09RIYADH1121	2009	2010	CONFIDENTIAL	Embassy Riyadh	SAUDIS CONDEMN ASSASSINATION ATTEMPT, RALLY BEHIND 
06BRASILIA788	2006	2011	UNCLASSIFIED	Embassy Brasilia	THE ETHANOL DILEMMA - INADEDQUATE SUPPLY VS GROWING DEMAND 
10LONDON88	2010	2011	CONFIDENTIAL	Embassy London	SUDAN/CHAD: JEM NOT IMPRESSED WITH RAPPROCHEMENT; 
05REYKJAVIK520	2005	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND:  2005 COUNTRY REPORTS ON TERRORISM 
09KABUL3366	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Kabul	KUNDUZ AUTHORITIES TURN TO MILITIAS AS SECURITY DETERIORATES
10TRIPOLI136	2010	2011	CONFIDENTIAL	Embassy Tripoli	NEW HEAD OF LIBYAN PRIVATIZATION BOARD WELCOMES U.S. FIRMS REF: A) 09 TRIPOLI 925; B) 09 TRIPOLI 198; C) 09 TRIPOLI 437 TRIPOLI 00000136 001.2 OF 002 CLASSIFIED BY: Gene A. Cretz, Ambassador, U.S. Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
09PARAMARIBO85	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Paramaribo	SURINAME: CHINESE SUGAR POT FOR GOVERNMENT 
06REYKJAVIK143	2006	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND: CAUTIOUS SUPPORT FOR NATO'S 'GLOBAL 
10ASHGABAT118	2010	2010	CONFIDENTIAL	Embassy Ashgabat	TURKMENISTAN: TRANSITING IRANIANS: HOW THEY VIEW
09LONDON2707	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	BRITISH MPS' FEEDBACK ON PRESIDENT OBAMA'S 
08BEIJING1373	2008	2011	SECRET	Embassy Beijing	(S) M/V IRAN TEYFOURI: PRC SAYS INVESTIGATION 
